sec;0.001
0;66741.4
10;457686.2
20;221867.2
30;222752.7
40;222168.5
50;220133
60;219325.7
70;219010.6
80;218684
90;218120.5
100;217938.8
110;216531.2
120;216526.6
130;215558.3
140;215031.6
150;214465.8
160;213380.2
170;213463
180;213147.9
190;212706.3
200;211903.6
210;211641.4
220;210912.3
230;210900.8
240;210470.7
250;209994.6
260;209973.9
270;209431.1
280;208991.8
290;209063.1
300;208499.6
310;208338.6
320;207841.8
330;207414
340;207087.4
350;206673.4
360;206604.4
370;206176.6
380;206172
390;205518.8
400;205440.6
410;205518.8
420;204769
430;204591.9
440;204681.6
450;204049.1
460;204019.2
470;203283.2
480;202699
490;202777.2
500;201976.8
510;201953.8
520;201705.4
530;201693.9
540;201470.8
550;201378.8
560;201121.2
570;200790
580;200316.2
590;200541.6
600;200215
610;200044.8
620;199469.8
630;199732
640;199299.6
650;199621.6
660;199559.5
670;198586.6
680;198471.6
690;198218.6
700;197986.3
710;198122
720;197924.2
730;197800
740;197809.2
750;197484.9
760;197823
770;197650.5
780;197229.6
790;197312.4
800;196169.3
810;195996.8
820;196070.4
830;195911.7
840;195900.2
850;195509.2
860;195410.3
870;195486.2
880;195493.1
890;195651.8
900;195509.2
910;195497.7
920;195398.8
930;195569
940;195357.4
950;194499.5
960;85274.8
970;67647.6
980;67484.3
990;67408.4
1000;67394.6
1010;67153.1
1020;67399.2
1030;67484.3
1040;67482
1050;67643
1060;67564.8
1070;67401.5
1080;67649.9
1090;67564.8
1100;67567.1
1110;67484.3
1120;67486.6
1130;67316.4
1140;67233.6
1150;67394.6
1160;67318.7
1170;67238.2
1180;67401.5
1190;67551
1200;67647.6
1210;67325.6
1220;67730.4
1230;67643
1240;67401.5
1250;67725.8
1260;67574
1270;67482
1280;67401.5
1290;67560.2
1300;67569.4
1310;67643
1320;67482
1330;67399.2
1340;67242.8
1350;67477.4
1360;67157.7
1370;67560.2
1380;67725.8
1390;67403.8
1400;67484.3
1410;67316.4
1420;67070.3
1430;66989.8
1440;66819.6
1450;67233.6
1460;67394.6
1470;67316.4
1480;67486.6
1490;67233.6
1500;67311.8
1510;67567.1
1520;67486.6
1530;67316.4
1540;67399.2
1550;67482
1560;67482
1570;67486.6
1580;67399.2
1590;67482
1600;67318.7
1610;67318.7
1620;67235.9
1630;67233.6
1640;67477.4
1650;67233.6
1660;67160
1670;67316.4
1680;67233.6
1690;67555.6
1700;67569.4
1710;67647.6
1720;67484.3
1730;67399.2
1740;67484.3
1750;67153.1
1760;67235.9
1770;67068
1780;67394.6
1790;67238.2
1800;66987.5
1810;67229
1820;67560.2
1830;67406.1
1840;67732.7
1850;67643
1860;67571.7
1870;67801.7
1880;67574
1890;67732.7
1900;67564.8
1910;67564.8
1920;67482
1930;67732.7
1940;67730.4
1950;67896
1960;67484.3
1970;67735
1980;67725.8
1990;67732.7
2000;67482
2010;67399.2
2020;67325.6
2030;67482
2040;67311.8
2050;67482
2060;67652.2
2070;67808.6
2080;67649.9
2090;67567.1
2100;67640.7
2110;67491.2
2120;67484.3
2130;67394.6
2140;67477.4
2150;67493.5
2160;67806.3
2170;67401.5
2180;67318.7
2190;67725.8
2200;67403.8
2210;67564.8
2220;67564.8
2230;67482
2240;67491.2
2250;67560.2
2260;67891.4
2270;67647.6
2280;67649.9
2290;67567.1
2300;67564.8
2310;67564.8
2320;67643
2330;67574
2340;67484.3
2350;67643
2360;67401.5
2370;67238.2
2380;67316.4
2390;67316.4
2400;67316.4
2410;67235.9
2420;67484.3
2430;67725.8
2440;67401.5
2450;67974.2
2460;67815.5
2470;67569.4
2480;67643
2490;67649.9
2500;67564.8
2510;67815.5
2520;67649.9
2530;67643
2540;67978.8
2550;67815.5
2560;67896
2570;67978.8
2580;67817.8
2590;67808.6
2600;67491.2
2610;67399.2
2620;67647.6
2630;67482
2640;67399.2
2650;67567.1
2660;67974.2
2670;68063.9
2680;67898.3
2690;67978.8
2700;67652.2
2710;67896
2720;67643
2730;67730.4
2740;67983.4
2750;67978.8
2760;68220.3
2770;68066.2
2780;67815.5
2790;67815.5
2800;67649.9
2810;67808.6
2820;67730.4
2830;67656.8
2840;67730.4
2850;263685.8
2860;299963.7
2870;223822.2
2880;223813
2890;222817.1
2900;221170.3
2910;220574.6
2920;220521.7
2930;220333.1
2940;219505.1
2950;218842.7
2960;218040
2970;217025.7
2980;216853.2
2990;216278.2
3000;215201.8
3010;214969.5
3020;214866
3030;214373.8
3040;213706.8
3050;212908.7
3060;212713.2
3070;212632.7
3080;211632.2
3090;211560.9
3100;211489.6
3110;210399.4
3120;210314.3
3130;210229.2
3140;209760
3150;209401.2
3160;209067.7
3170;208575.5
3180;208161.5
3190;208182.2
3200;207825.7
3210;207331.2
3220;206507.8
3230;205856.9
3240;206254.8
3250;205928.2
3260;205339.4
3270;204766.7
3280;204867.9
3290;204102
3300;204102
3310;203936.4
3320;203625.9
3330;203354.5
3340;202779.5
3350;202860
3360;202692.1
3370;202055
3380;201783.6
3390;201700.8
3400;201452.4
3410;201141.9
3420;201204
3430;200707.2
3440;200129.9
3450;200125.3
3460;199897.6
3470;199801
3480;199711.3
3490;199713.6
3500;199897.6
3510;199548
3520;199299.6
3530;198637.2
3540;198388.8
3550;198409.5
3560;197728.7
3570;197643.6
3580;197892
3590;197742.5
